"id","name","unit","fill_value","display_name","standard_name","parameter_precision","parameter_function_id","parameter_function_map","data_product_identifier","description","data_level","data_product_type"
"7850","pn_mvpcinputvoltage","V","-9999999","MVPC Input Voltage",NULL,"4",NULL,NULL,NULL,"MVPC Input Voltage",NULL,NULL
"7851","pn_mvpcpressure1","PSI","-9999999","MVPC Pressure 1",NULL,"4",NULL,NULL,NULL,"MVPC Pressure 1",NULL,NULL
"7852","pn_mvpcpressure2","PSI","-9999999","MVPC Pressure 2",NULL,"4",NULL,NULL,NULL,"MVPC Pressure 2",NULL,NULL
"7853","pn_mvpctemperature","degC","-9999999","MVPC Temperature",NULL,"4",NULL,NULL,NULL,"MVPC Temperature",NULL,NULL
"7854","pn_monitoringboardhumidity","percent","-9999999","MVPC Humidity",NULL,"4",NULL,NULL,NULL,"MVPC Humidity",NULL,NULL
"7855","pn_monitoringboardtemperature","degC","-9999999","MVPC Tempeature 2",NULL,"4",NULL,NULL,NULL,"MVPC Tempeature 2",NULL,NULL
"7856","pn_pitch","deg","-9999999","Pitch",NULL,"4",NULL,NULL,NULL,"Pitch",NULL,NULL
"7857","pn_primaryoobtemperature","degC","-9999999","OOB Temperature",NULL,"4",NULL,NULL,NULL,"OOB Temperature",NULL,NULL
"7858","pn_primarypowermoduletemperature","degC","-9999999","Primary Power Temperature",NULL,"4",NULL,NULL,NULL,"Primary Power Temperature",NULL,NULL
"7859","pn_primaryswtemperature","degC","-9999999","Primary SW Temperature",NULL,"4",NULL,NULL,NULL,"Primary SW Temperature",NULL,NULL
"7860","pn_roll","deg","-9999999","Roll",NULL,"4",NULL,NULL,NULL,"Roll",NULL,NULL
"7861","pn_scienceport1_status","1","empty","Science Port 1 State",NULL,NULL,NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7862","pn_scienceport1_current","A","-9999999","Science Port 1 Current",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7863","pn_scienceport1_imbalancecurrent","mA","-9999999","Science Port 1 Imbalance Current",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7864","pn_scienceport2_status","1","empty","Science Port 2 State",NULL,NULL,NULL,NULL,NULL,"Science Port 1 State",NULL,NULL
"7865","pn_scienceport2_current","A","-9999999","Science Port 2 Current",NULL,"4",NULL,NULL,NULL,"Science Port 1 Current",NULL,NULL
"7866","pn_scienceport2_imbalancecurrent","mA","-9999999","Science Port 2 Imbalance Current",NULL,"4",NULL,NULL,NULL,"Science Port 1 Imbalance Current",NULL,NULL
"7867","pn_scienceport3_status","1","empty","Science Port 3 State",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7868","pn_scienceport3_current","A","-9999999","Science Port 3 Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7869","pn_scienceport3_imbalancecurrent","mA","-9999999","Science Port 3 Imbalance Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7870","pn_scienceport4_status","1","empty","Science Port 4 State",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7871","pn_scienceport4_current","A","-9999999","Science Port 4 Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7872","pn_scienceport4_imbalancecurrent","mA","-9999999","Science Port 4 Imbalance Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7873","pn_scienceport5_status","1","empty","Science Port 5 State",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7874","pn_scienceport5_current","A","-9999999","Science Port 5 Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7875","pn_scienceport5_imbalancecurrent","mA","-9999999","Science Port 5 Imbalance Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7876","pn_scienceport6_status","1","empty","Science Port 6 State",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7877","pn_scienceport6_current","A","-9999999","Science Port 6 Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7878","pn_scienceport6_imbalancecurrent","mA","-9999999","Science Port 6 Imbalance Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7879","pn_scienceport7_status","1","empty","Science Port 7 State",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7880","pn_scienceport7_current","A","-9999999","Science Port 7 Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7881","pn_scienceport7_imbalancecurrent","mA","-9999999","Science Port 7 Imbalance Current",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"7882","pn_secondaryoobtemperature","degC","-9999999","Voltage Monitor 2",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7883","pn_secondarypowermoduletemperature","degC","-9999999","Voltage Monitor 2",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7884","pn_secondaryswtemperature","degC","-9999999","Voltage Monitor 2",NULL,"4",NULL,NULL,NULL,"Voltage Monitor 2",NULL,NULL
"7890","pn_oob_sfp_enabled","1","-9999999","SFP Enabled",NULL,NULL,NULL,NULL,NULL,"SFP Enabled",NULL,NULL
"7891","pn_oob_sfp_inpackets","count","-9999999","In Packets",NULL,"0",NULL,NULL,NULL,"In Packets",NULL,NULL
"7892","pn_oob_sfp_linkdownstate","1","empty","Link Down",NULL,NULL,NULL,NULL,NULL,"Link Down",NULL,NULL
"7893","pn_oob_sfp_outpackets","count","-9999999","Out Packets",NULL,"0",NULL,NULL,NULL,"Out Packets",NULL,NULL
"7894","pn_oob_sfp_rxerrors","count","-9999999","Rx Error Count",NULL,"0",NULL,NULL,NULL,"Rx Error Count",NULL,NULL
"7895","pn_oob_sfp_current","A","-9999999","SFP Current",NULL,"4",NULL,NULL,NULL,"SFP Current",NULL,NULL
"7896","pn_oob_sfp_rxpower","dBm","-9999999","Rx Power",NULL,"4",NULL,NULL,NULL,"Rx Power",NULL,NULL
"7897","pn_oob_sfp_temp","degC","-9999999","Temperature",NULL,"4",NULL,NULL,NULL,"Temperature",NULL,NULL
"7898","pn_oob_sfp_txpower","dBm","-9999999","Tx Power",NULL,"4",NULL,NULL,NULL,"Tx Power",NULL,NULL
"7899","pn_oob_sfp_voltage","V","-9999999","Voltage",NULL,"4",NULL,NULL,NULL,"Voltage",NULL,NULL
"7900","pn_oob_sfp_timeoutstate","1","empty","Timeout State",NULL,NULL,NULL,NULL,NULL,"Timeout State",NULL,NULL
"7910","otn_ifadminstatusdata","1","empty","Admin Status",NULL,NULL,NULL,NULL,NULL,"Admin Status",NULL,NULL
"7911","otn_ifoperstatusdata","1","empty","Operational Status",NULL,NULL,NULL,NULL,NULL,"Operational Status",NULL,NULL
"7912","otn_sfpdiagmoduletemperaturedegreescsfp","degC","-9999999","Temperature",NULL,"4",NULL,NULL,NULL,"Temperature",NULL,NULL
"7913","otn_sfpdiagrxinputpowerdbmsfp","dBm","-9999999","Rx Power",NULL,"4",NULL,NULL,NULL,"Rx Power",NULL,NULL
"7914","otn_sfpdiagrxlasertemperaturedegreescsfp","degC","-9999999","Laser Temperature",NULL,"4",NULL,NULL,NULL,"Laser Temperature",NULL,NULL
"7915","otn_sfpdiagtxoutputpowerdbmsfp","dBm","-9999999","Tx Power",NULL,"4",NULL,NULL,NULL,"Tx Power",NULL,NULL
"7916","otn_slotnconfigoperationmode","1","empty","Configuration Operation Mode",NULL,NULL,NULL,NULL,NULL,"Configuration Operation Mode",NULL,NULL
"7917","otn_slotnpmfecqfactorfe","db","-9999999","Q Factor Far End",NULL,"4",NULL,NULL,NULL,"Q Factor Far End",NULL,NULL
"7918","otn_slotnpmfecqfactorne","db","-9999999","Q Factor Near End",NULL,"4",NULL,NULL,NULL,"Q Factor Near End",NULL,NULL
"7919","otn_ifadminstatussfp","1","empty","Admin Status",NULL,NULL,NULL,NULL,NULL,"Admin Status",NULL,NULL
"7920","otn_ifoperstatussfp","1","empty","Operational Status",NULL,NULL,NULL,NULL,NULL,"Operational Status",NULL,NULL
"7921","otn_sfpdiagmoduletemperaturesfp","degC","-9999999","Temperature",NULL,"4",NULL,NULL,NULL,"Temperature",NULL,NULL
"7922","otn_sfpdiagrxinputpowersfp","uWatts","-9999999","Rx Power",NULL,"4",NULL,NULL,NULL,"Rx Power",NULL,NULL
"7923","otn_sfpdiagrxlasertemperaturesfp","degC","-9999999","Laser Temperature",NULL,"4",NULL,NULL,NULL,"Laser Temperature",NULL,NULL
"7924","otn_sfpdiagrxmeasuredwavelengthsfp","nM","-9999999","Wavelength",NULL,"4",NULL,NULL,NULL,"Wavelength",NULL,NULL
"7925","otn_sfpdiagsupplyvoltagesfp","V","-9999999","Supply Voltage",NULL,"4",NULL,NULL,NULL,"Supply Voltage",NULL,NULL
"7926","otn_sfpdiagtxbiassfp","uA","-9999999","Bias Current",NULL,"4",NULL,NULL,NULL,"Bias Current",NULL,NULL
"7928","otn_sfpdiagtxoutputpowersfp","uWatts","empty","Tx Power",NULL,NULL,NULL,NULL,NULL,"Tx Power",NULL,NULL
"7930","f10_ifadminstatus","1","empty","Admin Status",NULL,NULL,NULL,NULL,NULL,"Admin Status",NULL,NULL
"7931","f10_ifindiscards","count","-9999999","In Discards",NULL,"0",NULL,NULL,NULL,"In Discards",NULL,NULL
"7932","f10_ifinerrors","count","-9999999","In Errors",NULL,"0",NULL,NULL,NULL,"In Errors",NULL,NULL
"7933","f10_ifinnucastpkts","count","-9999999","In Nu Cast Pkts",NULL,"0",NULL,NULL,NULL,"In nu Cast Pkts",NULL,NULL
"7934","f10_ifinoctets","count","-9999999","In Octets",NULL,"0",NULL,NULL,NULL,"In Octets",NULL,NULL
"7935","f10_ifinucastpkts","count","-9999999","In U Cast Pkts",NULL,"0",NULL,NULL,NULL,"In u Cast Pkts",NULL,NULL
"7936","f10_ifinunknownprotos","count","-9999999","In Unknown Protocol",NULL,"0",NULL,NULL,NULL,"In Unknown Protocol",NULL,NULL
"7937","f10_ifoperstatus","1","empty","Operational Status",NULL,NULL,NULL,NULL,NULL,"Operational Status",NULL,NULL
"7938","f10_ifoutdiscards","count","-9999999","Out Discards",NULL,"0",NULL,NULL,NULL,"Out Discards",NULL,NULL
"7939","f10_ifouterrors","count","-9999999","Out Errors",NULL,"0",NULL,NULL,NULL,"Out Errors",NULL,NULL
"7940","f10_ifoutnucastpkts","count","-9999999","Out Nu Cast Pkts",NULL,"0",NULL,NULL,NULL,"Out nu Cast Pkts",NULL,NULL
"7941","f10_ifoutoctets","count","-9999999","Out Octets",NULL,"0",NULL,NULL,NULL,"Out Octets",NULL,NULL
"7942","f10_ifoutucastpkts","count","-9999999","Out U Cast Pkts",NULL,"0",NULL,NULL,NULL,"Out u Cast Pkts",NULL,NULL
"7943","f10_ifspeed","count","-9999999","Out Unknown Protocol",NULL,"0",NULL,NULL,NULL,"Out Unknown Protocol",NULL,NULL
"7950","ts_fault_aux_reference_clock_lock","1","-9999999","Fault Aux Reference Clock Lock",NULL,"0",NULL,NULL,NULL,"Fault Aux Reference Clock Lock",NULL,NULL
"7951","ts_fault_digital_to_audio_converter","1","-9999999","Fault DAC Converter",NULL,"0",NULL,NULL,NULL,"Fault DAC Converter",NULL,NULL
"7952","ts_fault_first_time_locking","1","-9999999","Fault First Time Locking",NULL,"0",NULL,NULL,NULL,"Fault First Time Locking",NULL,NULL
"7953","ts_fault_irig_lock","1","-9999999","Fault IRIG Locking",NULL,"0",NULL,NULL,NULL,"Fault IRIG Locking",NULL,NULL
"7954","ts_fault_lpn_pll","1","-9999999","Fault LPN PLL",NULL,"0",NULL,NULL,NULL,"Fault LPN PLL",NULL,NULL
"7955","ts_fault_pll_synthesizer","1","-9999999","Fault PLL Synthesizer",NULL,"0",NULL,NULL,NULL,"Fault PLL Synthesizer",NULL,NULL
"7956","ts_fault_primary_power","1","-9999999","Fault Primary Power",NULL,"0",NULL,NULL,NULL,"Fault Primary Power",NULL,NULL
"7957","ts_fault_primary_ref_clk","1","-9999999","Fault Primary Reference Clock",NULL,"0",NULL,NULL,NULL,"Fault Primary Reference Clock",NULL,NULL
"7958","ts_fault_rubidium_oscillator","1","-9999999","Fault Rubidium Osc",NULL,"0",NULL,NULL,NULL,"Fault Rubidium Osc",NULL,NULL
"7959","ts_fault_secondary_power","1","-9999999","Fault Secondary Power",NULL,"0",NULL,NULL,NULL,"Fault Secondary Power",NULL,NULL
"7960","ts_fault_secondary_ref_clk","1","-9999999","Fault Secondary Reference Clock",NULL,"0",NULL,NULL,NULL,"Fault Secondary Reference Clock",NULL,NULL
"7961","ts_fault_time_error","1","-9999999","Fault Time Error",NULL,"0",NULL,NULL,NULL,"Fault Time Error",NULL,NULL
"7962","ts_fault_timeout","1","-9999999","Fault Timeout",NULL,"0",NULL,NULL,NULL,"Fault Timeout",NULL,NULL
"7963","ts_ntp_auth_fail","1","-9999999","NTP Auth Fail",NULL,"0",NULL,NULL,NULL,"NTP Auth Fail",NULL,NULL
"7964","ts_ntp_in_errors","1","-9999999","NTP in Errors",NULL,"0",NULL,NULL,NULL,"NTP In Errors",NULL,NULL
"7965","ts_ntp_in_pkts","1","-9999999","NTP in Packets",NULL,"0",NULL,NULL,NULL,"NTP In Packets",NULL,NULL
"7966","ts_ntp_out_pkts","1","-9999999","NTP Out Packets",NULL,"0",NULL,NULL,NULL,"NTP Out Packets",NULL,NULL
"7967","ts_status_aux_ref_clock","1","empty","Status Aux Reference Clock",NULL,NULL,NULL,NULL,NULL,"Status Aux Reference Clock",NULL,NULL
"7968","ts_status_clock","1","empty","Status Clock Quantity",NULL,NULL,NULL,NULL,NULL,"Status Clock Quantity",NULL,NULL
"7969","ts_status_clock_source","1","empty","Status Clock Source",NULL,NULL,NULL,NULL,NULL,"Status Clock Source",NULL,NULL
"7970","ts_status_digital_to_audio_converter","1","empty","Status DAC",NULL,NULL,NULL,NULL,NULL,"Status DAC",NULL,NULL
"7971","ts_status_first_time_locking","1","empty","Status First Time Locking",NULL,NULL,NULL,NULL,NULL,"Status First Time Locking",NULL,NULL
"7972","ts_status_irig_lock","1","empty","Status IRIG Lock",NULL,NULL,NULL,NULL,NULL,"Status IRIG Lock",NULL,NULL
"7973","ts_status_lpn_pll","1","empty","Status LPN PLL",NULL,NULL,NULL,NULL,NULL,"Status LPN PLL",NULL,NULL
"7974","ts_status_pll_synthesizer","1","empty","Status PLL Synthesizer",NULL,NULL,NULL,NULL,NULL,"Status PLL Synthesizer",NULL,NULL
"7975","ts_status_primary_power","1","empty","Status Primary Power",NULL,NULL,NULL,NULL,NULL,"Status Primary Power",NULL,NULL
"7976","ts_status_primary_reference_clock","1","empty","Status Primary Reference Clock",NULL,NULL,NULL,NULL,NULL,"Status Primary Reference Clock",NULL,NULL
"7977","ts_status_rubidium_oscillator","1","empty","Status Rubidium Osc",NULL,NULL,NULL,NULL,NULL,"Status Rubidium Osc",NULL,NULL
"7978","ts_status_secondary_power","1","empty","Status Secondary Power",NULL,NULL,NULL,NULL,NULL,"Status Secondary Power",NULL,NULL
"7979","ts_status_secondary_reference_clock","1","empty","Status Secondary Reference Clock",NULL,NULL,NULL,NULL,NULL,"Status Secondary Reference Clock",NULL,NULL
"7980","ts_status_time_error","1","empty","Status Time Error Quantity",NULL,NULL,NULL,NULL,NULL,"Status Time Error Quantity",NULL,NULL
"7981","ts_status_timeout_error","1","empty","Status Timout Error",NULL,NULL,NULL,NULL,NULL,"Status Timout Error",NULL,NULL
"7982","ts_system_up_time","count","-9999999","System Up Time",NULL,"0",NULL,NULL,NULL,"System Up Time",NULL,NULL
"7983","bin_depths","m","-9999999","Bin Depths","bin_depths","0","201","{""pressure"": ""PD710"", ""bin_size"": ""PD623"", ""adcp_orientation"": ""PD617"", ""latitude"": ""CC_lat"", ""dist_first_bin"": ""PD651"", ""num_bins"": ""PD621""}","?","Bin Depths",NULL,NULL
"7984","bin_depths","m","-9999999","Bin Depths","bin_depths","0","202","{""pressure"": ""PD1527"", ""bin_size"": ""PD623"", ""adcp_orientation"": ""PD617"", ""latitude"": ""PD1335"", ""dist_first_bin"": ""PD651"", ""num_bins"": ""PD621""}","?","Bin Depths",NULL,NULL
"7985","bin_depths","m","-9999999","Bin Depths","bin_depths","0","203","{""sensor_depth"": ""CC_depth"", ""bin_size"": ""CC_bin_size"", ""dist_first_bin"": ""CC_dist_first_bin"", ""num_bins"": ""PD621"", ""adcp_orientation"": ""CC_orientation""}","?","Bin Depths",NULL,NULL
"7986","parad_m_par","umol photons m-2 s-1","-9999999","Photosynthetically Active Radiation","downwelling_photosynthetic_photon_flux_in_sea_water","4","189","{""scaler"": ""CC_bsipar_par_scaling"", ""value"": ""PD1470""}","OPTPARW_L1","Photosynthetically Active Radiation (PAR) is the measure of the density of photons per unit area that are in the spectral range of light (400-700 nanometers) that primary producers use for photosynthesis. Units: µmol photons m-2 s-1","1","Science Data"
"7987","ctdmo_seawater_pressure","dbar","-9999","Seawater Pressure","sea_water_pressure",NULL,"205","{""pa0"": ""CC_pa0"", ""ptca1"": ""CC_ptca1"", ""p0"": ""PD195"", ""pa1"": ""CC_pa1"", ""pa2"": ""CC_pa2"", ""ptempa2"": ""CC_ptempa2"", ""ptca0"": ""CC_ptca0"", ""ptempa0"": ""CC_ptempa0"", ""ptempa1"": ""CC_ptempa1"", ""ptcb0"": ""CC_ptcb0"", ""ptcb1"": ""CC_ptcb1"", ""ptcb2"": ""CC_ptcb2"", ""ptca2"": ""CC_ptca2"", ""pt0"": ""PD196""}","PRESWAT_L1","Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: dbar","1","Science Data"
"7988","ctdmo_seawater_temperature","deg_C","-9999999","Seawater Temperature","sea_water_temperature","4","206","{""a1"": ""CC_a1"", ""a0"": ""CC_a0"", ""a3"": ""CC_a3"", ""a2"": ""CC_a2"", ""t0"": ""PD193""}","TEMPWAT_L1","Seawater temperature near the sensor. Units: degrees Celsius","1","Science Data"
"7989","ctdmo_seawater_conductivity","S m-1","-9999999","Seawater Conductivity","sea_water_electrical_conductivity","4","207","{""p1"": ""PD7987"", ""g"": ""CC_g"", ""i"": ""CC_i"", ""h"": ""CC_h"", ""j"": ""CC_j"", ""ctcor"": ""CC_ctcor"", ""t1"": ""PD7988"", ""wbotc"": ""CC_wbotc"", ""cpcor"": ""CC_cpcor"", ""c0"": ""PD194""}","CONDWAT_L1","Seawater conductivity refers to the ability of seawater to conduct electricity. The presence of ions in the seawater, such as salt, increases the electrical conducting ability of seawater. As such, conductivity can be used as a proxy for determining the quantity of salt in a sample of seawater. Units: S m-1","1","Science Data"
"7990","ctdmo_practical_salinity","1","-9999999","Practical Salinity","sea_water_practical_salinity","4","26","{""p"": ""PD7987"", ""c"": ""PD7989"", ""t"": ""PD7988""}","PRACSAL_L2","Salinity is generally defined as the concentration of dissolved salt in a parcel of seawater. Practical Salinity is a more specific unitless quantity calculated from the conductivity of seawater and adjusted for temperature and pressure. It is approximately equivalent to Absolute Salinity (the mass fraction of dissolved salt in seawater) but they are not interchangeable. Units: unitless","2","Science Data"
"7991","ctdmo_seawater_density","kg m-3","-9999999","Seawater Density","sea_water_density","4","27","{""lat"": ""CC_lat"", ""p"": ""PD7987"", ""SP"": ""PD7990"", ""lon"": ""CC_lon"", ""t"": ""PD7988""}","DENSITY_L2","The density of seawater in kg m-3 computed using the TEOS-10 equations with data from the conductivity, temperature and depth (CTD) family of instruments.","2","Science Data"
"7992","cspp_date_time","seconds","0","Device Date and Time",NULL,NULL,NULL,NULL,NULL,"CSPP Device Date and Time in seconds since 1/1/1900","0","Engineering Data"
"7993","cspp_current_state","1","-99","Current Profiler State",NULL,NULL,NULL,NULL,NULL,"CSPP Current Profiler State","0","Engineering Data"
"7994","cspp_previous_state","1","-99","Previous Profiler State",NULL,NULL,NULL,NULL,NULL,"CSPP Previous Profiler State","0","Engineering Data"
"7995","cspp_profile_start_time","seconds","0","Profile Start Date and Time",NULL,NULL,NULL,NULL,NULL,"Profile Start Date and Time in seconds since 1/1/1900","0","Engineering Data"
"7996","cspp_profile_start_delta","seconds","0","Start Time Delta",NULL,NULL,NULL,NULL,NULL,"Time in seconds until the start of the next profile from the time the command was received","0","Engineering Data"
"7997","cspp_enable_device","1","empty","Enable Device",NULL,NULL,NULL,NULL,NULL,"CSPP sensor to get/set the enable state","0","Engineering Data"
"7998","cspp_enable_state","1","empty","Enable State",NULL,NULL,NULL,NULL,NULL,"CSPP status or new state (ON or OFF)","0","Engineering Data"
"7999","cspp_wave_start_time","seconds","0","Wave Estimate Start Date and Time",NULL,NULL,NULL,NULL,NULL,"Wave Estimate Start Date and Time in seconds since 1/1/1900","0","Engineering Data"
"8000","cspp_wave_height","meters","-9999999","Wave Height",NULL,NULL,NULL,NULL,NULL,"CSPP Significant Wave Height","0","Engineering Data"
"8001","cspp_wave_period","seconds","-9999999","Wave Period",NULL,NULL,NULL,NULL,NULL,"CSPP Significant Wave Period","0","Engineering Data"
"8002","cspp_wave_mode","1","-99","Wave Mode",NULL,NULL,NULL,NULL,NULL,"CSPP Wave Mode (0 = off, 1=calc enabled, 2 = ascent override enable)","0","Engineering Data"
"8003","cspp_modem_distance","meters","-9999999","Modem Distance",NULL,NULL,NULL,NULL,NULL,"Distance between the acoustic modems of the buoy and the profiler","0","Engineering Data"
"8004","cspp_dsp_battery_voltage","volts","-9999999","DSP Battery Voltage",NULL,NULL,NULL,NULL,NULL,"Modem processor battery voltage","0","Engineering Data"
"8005","cspp_transmit_battery_voltage","volts","-9999999","Transmitter Battery Voltage",NULL,NULL,NULL,NULL,NULL,"Modem transmitter battery voltage","0","Engineering Data"
