id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
3297,wind_u_std,m s-1,,Wind Speed X-axis - Standard Deviation,,4,,,,Standard deviation of WindU.,AUX,Auxiliary
3298,wind_v_std,m s-1,,Wind Speed Y-axis - Standard Deviation,,4,,,,Standard deviation of WindV.,AUX,Auxiliary
3299,wind_w_std,m s-1,,Wind Speed Z-axis - Standard Deviation,,4,,,,Standard deviation of WindW.,AUX,Auxiliary
3300,speed_of_sound_std,m s-1,,Speed of Sound - Standard Deviation,,4,,,,Standard deviation of Speed of Sound.,AUX,Auxiliary
3301,wind_u_max,m s-1,,Wind Speed X-axis - Maximum,,4,,,,Maximum of WindU,AUX,Auxiliary
3302,wind_v_max,m s-1,,Wind Speed Y-axis - Maximum,,4,,,,Maximum of WindV,AUX,Auxiliary
3303,wind_w_max,m s-1,,Wind Speed Z-axis - Maximum,,4,,,,Maximum of WindW,AUX,Auxiliary
3304,speed_of_sound_max,m s-1,,Speed of Sound - Maximum,,4,,,,Maximum of Speed of Sound,AUX,Auxiliary
3305,wind_u_min,m s-1,,Wind Speed X-axis - Mimimum,,4,,,,Minimum of WindU,AUX,Auxiliary
3306,wind_v_min,m s-1,,Wind Speed Y-axis - Mimimum,,4,,,,Minimum of WindV,AUX,Auxiliary
3307,wind_w_min,m s-1,,Wind Speed Z-axis - Mimimum,,4,,,,Minimum of WindW,AUX,Auxiliary
3308,speed_of_sound_min,m s-1,,Speed of Sound - Minimum,,4,,,,Minimum of Speed of Sound,AUX,Auxiliary
3309,x_accel,m s-2,,Acceleration X-axis - Average,,4,,,,Average observed acceleration along the instrument x axis.,AUX,Auxiliary
3310,y_accel,m s-2,,Acceleration Y-axis - Average,,4,,,,Average observed acceleration along the instrument y axis.,AUX,Auxiliary
3311,z_accel,m s-2,,Acceleration Z-axis - Average,,4,,,,Average observed acceleration along the instrument z axis.,AUX,Auxiliary
3312,x_accel_std,m s-2,,Acceleration X-axis - Standard Deviation,,4,,,,Standard deviation of X Acceleration,AUX,Auxiliary
3313,y_accel_std,m s-2,,Acceleration Y-axis - Standard Deviation,,4,,,,Standard deviation of Y Acceleration,AUX,Auxiliary
3314,z_accel_std,m s-2,,Acceleration Z-axis - Standard Deviation,,4,,,,Standard deviation of Z Acceleration,AUX,Auxiliary
3315,x_accel_max,m s-2,,Acceleration X-axis - Maximum,,4,,,,Maximum X Acceleration,AUX,Auxiliary
3316,y_accel_max,m s-2,,Acceleration Y-axis - Maximum,,4,,,,Maximum Y Acceleration,AUX,Auxiliary
3317,z_accel_max,m s-2,,Acceleration Z-axis - Maximum,,4,,,,Maximum Z Acceleration,AUX,Auxiliary
3318,x_accel_min,m s-2,,Acceleration X-axis - Minimum,,4,,,,Minimum X Acceleration,AUX,Auxiliary
3319,y_accel_min,m s-2,,Acceleration Y-axis - Minimum,,4,,,,Minimum Y Acceleration,AUX,Auxiliary
3320,z_accel_min,m s-2,,Acceleration Z-axis - Minimum,,4,,,,Minimum Z Acceleration,AUX,Auxiliary
3321,x_ang_rate,rad s-1,,Angular Rate X-axis - Average,,4,,,,Average observed angular rate along the instrument x-axis.,AUX,Auxiliary
3322,y_ang_rate,rad s-1,,Angular Rate Y-axis - Average,,4,,,,Average observed angular rate along the instrument y-axis.,AUX,Auxiliary
3323,z_ang_rate,rad s-1,,Angular Rate Z-axis - Average,,4,,,,Average observed angular rate along the instrument z-axis.,AUX,Auxiliary
3324,x_ang_rate_std,rad s-1,,Angular Rate X-axis - Standard Deviation,,4,,,,Standard deviation of X angular rate,AUX,Auxiliary
3325,y_ang_rate_std,rad s-1,,Angular Rate Y-axis - Standard Deviation,,4,,,,Standard deviation of Y angular rate,AUX,Auxiliary
3326,z_ang_rate_std,rad s-1,,Angular Rate Z-axis - Standard Deviation,,4,,,,Standard deviation of Z angular rate,AUX,Auxiliary
3327,x_ang_rate_max,rad s-1,,Angular Rate X-axis - Maximum,,4,,,,Maximum X angular rate,AUX,Auxiliary
3328,y_ang_rate_max,rad s-1,,Angular Rate Y-axis - Maximum,,4,,,,Maximum Y angular rate,AUX,Auxiliary
3329,z_ang_rate_max,rad s-1,,Angular Rate Z-axis - Maximum,,4,,,,Maximum Z angular rate,AUX,Auxiliary
3330,x_ang_rate_min,rad s-1,,Angular Rate X-axis - Minimum,,4,,,,Minimum X angular rate,AUX,Auxiliary
3331,y_ang_rate_min,rad s-1,,Angular Rate Y-axis - Minimum,,4,,,,Minimum Y angular rate,AUX,Auxiliary
3332,z_ang_rate_min,rad s-1,,Angular Rate Z-axis - Minimum,,4,,,,Minimum Z angular rate,AUX,Auxiliary
3333,heading_std,rad,,Heading - Standard Deviation,,4,,,,Standard deviation of Heading,AUX,Auxiliary
3334,pitch_std,rad,,Pitch - Standard Deviation,,4,,,,Standard deviation of Pitch,AUX,Auxiliary
3335,roll_std,rad,,Roll - Standard Deviation,,4,,,,Standard deviation of Roll,AUX,Auxiliary
3336,heading_max,rad,,Heading - Maximum,,4,,,,Maximum Heading,AUX,Auxiliary
3337,pitch_max,rad,,Pitch - Maximum,,4,,,,Maximum Pitch,AUX,Auxiliary
3338,roll_max,rad,,Roll - Maximum,,4,,,,Maximum Roll,AUX,Auxiliary
3339,heading_min,rad,,Heading - Minimum,,4,,,,Minimum Heading,AUX,Auxiliary
3340,pitch_min,rad,,Pitch - Minimum,,4,,,,Minimum Pitch,AUX,Auxiliary
3341,roll_min,rad,,Roll - Minimum,,4,,,,Minimum Roll,AUX,Auxiliary
3342,u_corr,m s-1,,North Wind Velocity,,4,,,,Motion-corrected Northerly wind speed component,AUX,Auxiliary
3343,v_corr,m s-1,,West Wind Velocity,,4,,,,Motion-corrected Westerly wind speed component,AUX,Auxiliary
3344,w_corr,m s-1,,Wind Velocity - Vertical,,4,,,,Motion-corrected vertical wind speed component,AUX,Auxiliary
3345,u_corr_std,m s-1,,North Wind Velocity - Standard Deviation,,4,,,,Standard deviation of motion-corrected northerly wind velocity,AUX,Auxiliary
3346,v_corr_std,m s-1,,West Wind Velocity - Standard Deviation,,4,,,,Standard deviation of motion-corrected westerly wind velocity,AUX,Auxiliary
3347,w_corr_std,m s-1,,Vertical Wind Component - Standard Deviation,,4,,,,Standard deviation of vertical wind component,AUX,Auxiliary
3348,wind_speed,m s-1,,Motion-corrected Wind Speed,,4,,,,Motion-corrected wind speed relative to ground,AUX,Auxiliary
3349,uw_momentum_flux,m2 s-2,,Along-wind component of Momentum Flux,,4,,,FLUXMOM-U,Along-wind component of momentum flux,L2,Science
3350,vw_momentum_flux,m2 s-2,,Cross-wind component of Momentum Flux,,4,,,FLUXMOM-V,Cross-wind component of momentum flux,L2,Science
3351,buoyance_flux,m s-1 K,,Sonic Buoyancy Flux,,4,,,FLUXHOT,Direct Covariance Flux of Heat,L2,Science
3352,eng_wave_motion,1,,Approximate significant wave height,,4,,,,Engineering value to approximate significant wave height,ENG,Engineering
3353,adcps_jln_eastward_earth_seawater_velocity,m s-1,,Eastward Seawater Velocity,eastward_sea_water_velocity,4,,,VELPROF-VLE,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
3354,adcps_jln_northward_earth_seawater_velocity,m s-1,,Northward Seawater Velocity,northward_sea_water_velocity,4,,,VELPROF-VLN,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
3355,zplsc_channel,1,,Transducer channel number,,,,,,Transducer channel number (1 - 7 max),AUX,Auxiliary
3356,adcps_jln_recovered_eastward_seawater_velocity,m s-1,,Eastward Seawater Velocity,eastward_sea_water_velocity,4,,,VELPROF-VLE,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
3357,adcps_jln_recovered_northward_seawater_velocity,m s-1,,Northward Seawater Velocity,northward_sea_water_velocity,4,,,VELPROF-VLN,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
3360,start_time,1,,Start Time,,,,,,"Sample start time in ""mm/dd/yyy hh:mm"" format.",AUX,Auxiliary
3361,stop_time,1,,Stop Time,,,,,,"Sample stop time in ""mm/dd/yyy hh:mm"" format.",AUX,Auxiliary
3362,acidity,mmol kg-1,,Acidity,,,,,PHSSAMP-PH25C,Acidity at 25 degrees Celsius,L1,Science
3363,alkalinity,meq/kg,,Alkalinity,,,,,PHSSAMP-ALKA,Alkalinity,L1,Science
3364,hydrogen_sulfide_concentration,mmol/kg,,Hydrogen Sulfide Concentration,,,,,PHSSAMP-H2S,Hydrogen Sulfide Concentration via MBC,L1,Science
3365,silicon_concentration,mmol/kg,,Silicon Concentration,,,,,PHSSAMP-SI,Silicon Concentration via SiBC,L1,Science
3366,ammonia_concentration,mmol/kg,,Ammonia Concentration,,,,,PHSSAMP-NH3,Ammonia Concentration via Indo,L1,Science
3367,chloride_concentration,mmol/kg,,Chloride Concentration,,,,,PHSSAMP-CL,Chloride Concentration via IC,L1,Science
3368,sulfate_concentration,mm,,Sulfate Concentration,,,,,PHSSAMP-SO4,Sulfate Concentration via IC,L1,Science
3369,sodium_concentration,mmol/kg,,Sodium Concentration,,,,,PHSSAMP-NA,Sodium Concentration via IC,L1,Science
3370,potassium_concentration,mm,,Potassium Concentration,,,,,PHSSAMP-K,Potassium Concentration via IC,L1,Science
3371,magnesium_concentration,mmol/kg,,Magnesium Concentration,,,,,PHSSAMP-MG,Magnesium Concentration via IC,L1,Science
3372,calcium_concentration,mm,,Calcium Concentration,,,,,PHSSAMP-CA,Calcium Concentration via IC,L1,Science
3373,bromide_concentration,umol/kg,,Bromide Concentration,,,,,PHSSAMP-BR,Bromide Concentration via IC,L1,Science
3374,iron_concentration,umol/kg,,Iron Concentration,,,,,PHSSAMP-FE,Iron Concentration,L1,Science
3375,manganese_concentration,umol/kg,,Manganese Concentration,,,,,PHSSAMP-MN,Manganese Concentration,L1,Science
3376,lithium_concentration,umol/kg,,Lithium Concentration,,,,,PHSSAMP-LI,Lithium Concentration,L1,Science
3377,strontium_icpaes_concentration,umol/kg,,Strontium Concentration via ICPAES,,,,,PHSSAMP-SR,Strontium Concentration via ICPAES,L1,Science
3378,boron_concentration,umol/kg,,Boron Concentration,,,,,PHSSAMP-B,Boron Concentration via ICPAES,L1,Science
3379,rubidium_concentration,umol/kg,,Rubidium Concentration,,,,,PHSSAMP-RB,Rubidium Concentration via ICPMS,L1,Science
3380,caesium_concentration,nmol/kg,,Caesium Concentration,,,,,PHSSAMP-CS,Caesium Concentration via ICPMS,L1,Science
3381,strontium_icpms_concentration,umol/kg,,Strontium Concentration,,,,,PHSSAMP-SR,Strontium Concentration via ICPMS,L1,Science
3382,barium_concentration,nmol/kg,,Barium Concentration,,,,,PHSSAMP-BA,Barium Concentration via ICPMS,L1,Science
3383,cobalt_concentration,nmol/kg,,Cobalt Concentration,,,,,PHSSAMP-CO,Cobalt Concentration via ICPMS,L1,Science
3384,nickel_concentration,nmol/kg,,Nickel Concentration,,,,,PHSSAMP-NI,Nickel Concentration via ICPMS,L1,Science
3385,copper_concentration,nmol/kg,,Copper Concentration,,,,,PHSSAMP-CU,Copper Concentration via ICPMS,L1,Science
3386,zinc_concentration,nmol/kg,,Zinc Concentration,,,,,PHSSAMP-ZN,Zinc Concentration via ICPMS,L1,Science
3387,molybdenum_concentration,nmol/kg,,Molybdenum Concentration,,,,,PHSSAMP-MO,Molybdenum Concentration via ICPMS,L1,Science
3388,silver_concentration,nmol/kg,,Silver Concentration,,,,,PHSSAMP-AG,Silver Concentration via ICPMS,L1,Science
3389,cadmium_concentration,nmol/kg,,Cadmium Concentration,,,,,PHSSAMP-CD,Cadmium Concentration via ICPMS,L1,Science
3390,titanium_concentration,nmol/kg,,Titanium Concentration,,,,,PHSSAMP-TI,Titanium Concentration via ICPMS,L1,Science
3391,aluminum_concentration,nmol/kg,,Aluminum Concentration,,,,,PHSSAMP-AL,Aluminum Concentration via ICPMS,L1,Science
3392,lead_concentration,nmol/kg,,Lead Concentration,,,,,PHSSAMP-PB,Lead Concentration via ICPMS,L1,Science
3393,vanadium_concentration,nmol/kg,,Vanadium Concentration,,,,,PHSSAMP-V,Vanadium Concentration via ICPMS,L1,Science
3394,uranium_concentration,nmol/kg,,Uranium Concentration,,,,,PHSSAMP-U,Uranium Concentration via ICPMS,L1,Science
3395,yttrium_concentration,nmol/kg,,Yttrium Concentration,,,,,PHSSAMP-Y,Yttrium Concentration via ICPMS,L1,Science
3396,gadolinium_concentration,nmol/kg,,Gadolinium Concentration,,,,,PHSSAMP-GD,Gadolinium Concentration via ICPMS,L1,Science
3397,volume_pumped,mL,,Volume Pumped,,,,,,Volume Pumped,AUX,Auxiliary
3398,hyd_raw,counts,,Raw Hydrogen Count,,4,,,,Raw A/D Value reported,AUX,Auxiliary
3399,hyd_percent,percentage,,Hydrogen Percentage,,6,,,,Hydrogen Percentage,AUX,Auxiliary
3400,ncbi_sequence_read_archive_url,1,,NCBI Sequence Read Archive,,,,,DNASAMP-STOP,NCBI Sequence Read Archive,L1,Science
3401,fasta_url,1,,OOI Processed FASTA,,,,,DNASAMP-OOI_FASTA,OOI Processed FASTA,L2,Science
3402,vamps_url,1,,VAMPS Processed FASTA,,,,,DNASAMP-VAMPS_FASTA,VAMPS Processed FASTA,L2,Science
3403,tracking_id,1,,Sample Tracking ID,,,,,,Sample Tracking ID,AUX,Auxiliary
3404,sample_time,1,,Sample Timestamp,,,,,,"Sample timestamp in ""yyyy/mm/dd hh"" format. Resolution of hours- at best.",AUX,Auxiliary
3405,tracer_concentration,g/L,,Tracer Concentration,,,,,,Tracer Concentration,AUX,Auxiliary
3406,flow_rate,cm/yr,,Flow Rate,,,,,,Flow Rate,AUX,Auxiliary
3407,ambient_temperature,deg C,,FLOBN-M Ambient Temperature,,3,,,,FLOBN-M Ambient Temperature,ENG,Engineering
3408,barium_concentration_um,m,,Barium Concentration,,,,,,Barium Concentration,AUX,Auxiliary
3409,sulfur_concentration,mm,,Sulfur Concentration,,,,,,Sulfur Concentration,AUX,Auxiliary
3410,strontium_concentration,m,,Strontium Concentration,,,,,,Strontium Concentration,AUX,Auxiliary
3411,tracer_percent,%,,Percent Tracer,,,,,,Percent Tracer,AUX,Auxiliary
3465,month,month,,Month,,0,,,,Month,ENG,Engineering
3466,day,day,,Day,,0,,,,Day,ENG,Engineering
3467,hour,hour,,Hour,,0,,,,Hour,ENG,Engineering
3468,minute,minute,,Minute,,0,,,,Minute,ENG,Engineering
3469,second,second,,Second,,0,,,,Second,ENG,Engineering
3470,millisecond,millisecond,,millisecond,,0,,,,millisecond,ENG,Engineering
3471,fdchp_wind_x,cm s-1,,Wind Velocity - X-axis,,0,,,WINDTUR-U,wind speed component along instrument x-axis,L0,Science
3472,fdchp_wind_y,cm s-1,,Wind Velocity - Y-axis,,0,,,WINDTUR-V,wind speed component along instrument y-axis,L0,Science
3473,fdchp_wind_z,cm s-1,,Wind Velocity - Z-axis,,0,,,WINDTUR-W,wind speed component along instrument z-axis,L0,Science
3474,fdchp_speed_of_sound_sonic,cm s-1,,Speed of sound in air,,0,,,TMPATUR,speed of sound as measured by the sonic anemometer,L0,Science
3475,fdchp_x_accel_g,g [m s-2],,Platform Acceleration X-axis,,4,,,MOTFLUX-ACX,observed acceleration along the instrument x axis,L0,Science
3476,fdchp_y_accel_g,g [m s-2],,Platform Acceleration Y-axis,,4,,,MOTFLUX-ACY,observed acceleration along the instrument y axis,L0,Science
3477,fdchp_z_accel_g,g [m s-2],,Platform Acceleration Z-axis,,4,,,MOTFLUX-ACZ,observed acceleration along the instrument z axis,L0,Science
3478,fdchp_roll,rad,,Platform Roll,,4,,,MOTFLUX-ROLL,The rotated angle about the roll-axis relative to the horizontal plane. Rotation follows the right hand rule designation; i.e. with the r.h. thumb pointing in the rotation axis direction- positive rotation is in the direction of the curled fingers.,L0,Science
